"A1","X","L1","A2","Y"
1,-1.34534931044337,0.12743501305307,1,2.55234010509906
0,-1.93121153434974,0.332747411508414,1,2.03510688223625
0,0.709581583477091,-1.08693036507875,0,-1.36845704307501
0,-0.157905031916312,1.30131692200019,1,-0.461218145722066
0,0.216367872708493,-0.271717796515523,0,0.0134669562526768
1,0.817362075775254,-0.272964464641454,0,0.475790052023389
1,1.72717575450325,0.883444501892855,0,1.92782999396047
0,-0.103770292463275,0.165398731078173,1,-0.396594273177566
1,-0.557122290824299,0.207706785718571,0,0.849988773796208
0,1.42830142987646,1.30577834570309,0,-4.19926319270386
0,-0.892957402100141,1.4145486812355,1,-1.95872409030126
0,-1.15757124007267,-0.713950527126668,1,3.58312372551868
0,-0.530296454929057,-0.218799282258667,1,2.79556738909732
1,2.44568275766683,1.04285481065912,0,-2.84032460279632
0,-0.832495797997412,-1.24088406542429,0,-0.617734466282999
0,0.413519848829901,-0.952350902080292,0,-1.9540736430796
1,-1.17868314072463,-0.385087778455106,1,2.36303392705625
0,-1.17403475846922,-0.654244659427228,0,-1.2329477979591
0,-0.332923350974514,-0.968243975163117,1,3.0952307475628
1,1.3631137069225,0.135595525263563,0,0.530002421908935
0,-0.469147339576369,1.7826142392946,1,3.18980178855986
0,0.842875632136583,-0.958632667102017,0,0.356410533183591
0,-1.45799372254209,-0.482239206943323,0,-4.66525634017057
0,-0.40030592004892,1.42483497158073,1,4.66325303275328
1,-0.776417285336318,-1.30864342634204,0,3.09553483836068
0,-0.36929651130101,-0.722717495739547,0,-0.306936342778812
1,1.24010145861679,1.13538965962128,1,6.37993998776651
1,-0.107433808339981,1.18008921349785,1,0.999111452761251
0,0.1725935062242,1.29953862991529,1,0.876033454029666
0,0.254601268248622,0.371790164670964,1,-2.17795988086061
0,-0.614533828994423,1.88909875702833,1,1.90935071358997
0,-1.42921509600102,0.318634563008999,0,-1.87843140243939
1,-0.330975434616041,0.507944345998523,0,-0.829524334635886
0,0.128386063376134,-0.133393760348123,0,-1.40025922989421
0,1.0181199924631,0.373420383082193,0,0.179263775482876
0,-0.255573691563754,-1.71182948053548,0,-0.102160223314202
0,-0.302541010692695,0.160813652399601,0,-1.44889726151052
1,1.61519068259227,-0.705229364941217,0,3.14807412710352
1,-0.773713354547255,0.983155731563129,0,4.68517860342044
1,0.424002401562653,1.28203580421362,0,1.20735248424163
1,-0.583946981329357,0.236529132048218,0,-1.44364607361696
1,0.415035678899142,1.03932290313035,1,5.39228783253689
0,-1.54526165662399,0.73604608481244,1,3.67288689179889
0,-0.518749504748059,1.46732163634205,1,1.5133340004208
1,-0.279791554352689,0.018853399710323,0,-1.2137709338012
1,1.00745738207582,-1.38972479922939,1,3.23794036047578
1,-0.469569953615033,1.29758541924199,0,-0.27056373818531
0,0.297897038377394,0.00376417569845666,0,-4.84142693760727
1,-0.417794433072629,1.27291566939716,1,4.72723472207395
1,-0.850380776291204,0.688234824304153,1,6.0156487959791
1,0.689046194372418,1.41442661100908,1,4.68081428420596
1,-0.460196194761963,0.000972613411261536,0,-1.72200350754809
0,1.34818437754491,0.231400131137443,1,0.776225249319142
0,0.443071384263512,0.736421163923904,1,4.90618706456784
0,-0.150926188360773,-0.354836959175144,0,-6.50852522222544
1,0.455548856814811,1.31617372893614,0,-1.14058371804694
1,-0.0401546812987013,1.66291334336076,1,3.10262626731233
1,0.456121043546448,-1.94644948881585,0,3.83042400889375
1,-0.408425029487769,-0.0692799764362491,1,3.37986749241141
1,-2.13649385561006,1.00574812328301,1,3.47307264796456
1,0.156821916386591,2.23612764994953,1,2.33360799055649
1,0.66004890117331,-0.710304639738396,0,1.71710837862379
1,-0.981834413073577,1.83261301051722,0,-3.27392114404315
1,-1.11364370420338,2.07861369509137,1,7.87546755826342
0,-0.437347676729449,-0.650795074004515,0,-2.31050501262412
1,-0.516111246673415,0.425804338749614,1,3.60231074913935
1,0.418995990571031,0.32409746894098,1,3.44761833396327
1,0.134155436715598,0.919181872504617,1,3.48926835644937
0,1.03468645455601,-1.89637666655868,0,-0.974010031382603
1,1.65350322601469,-3.10148285028437,0,1.61679882840838
0,-0.017946817396858,1.19567125505571,1,1.73119718617411
1,-0.0242033206185982,0.591992058922528,1,4.02139549954312
1,0.250246900474948,0.241395606566948,0,-3.90021549905338
1,-0.337124536017291,0.961819048097368,1,1.91843445498627
1,-0.113353704977051,0.722025971169693,0,-0.968824615578114
0,-0.098882914912717,1.21024031652928,0,1.6942753044975
0,0.264086822816072,-2.02071928379417,0,-0.137599556626794
0,0.138983685891331,-1.57135549347451,0,-3.6108044268443
1,-0.242269498838383,2.29056078972778,1,7.2829161907018
0,0.0590313817231065,-1.4343024231415,0,-0.0375808536682336
1,-0.177271868383878,-1.15173846554147,0,5.21200401619917
1,0.794680268160145,0.364429089298225,1,3.7061907433752
1,0.00673778670590812,0.614456864927869,1,5.09433741062507
0,-0.629790292993756,-1.08636537753162,0,-4.10522579617005
1,-0.252489782563555,0.181093255939317,0,2.23716512143249
1,-0.690422163497395,1.26493144600645,1,2.10165949556211
1,0.202542145247935,-0.0974307843845927,1,3.25957873997347
1,0.846381437812427,0.311504176164308,1,7.29130624503061
1,0.63207406180606,1.75752902854363,1,1.56305289476032
0,0.20141352460328,-0.558024767170969,0,-4.01319503050187
1,-0.0910706437284358,1.12140879708314,1,5.41337858559762
0,0.289484125096644,-1.5165547247608,0,-2.68223412977596
0,-0.0546849392054481,-0.265791114770807,0,0.138370296543751
0,-2.04184985362182,2.72213420431529,0,0.581125350675524
1,0.358369241486946,0.902054411222543,0,3.61338137516822
0,-0.372600851616052,1.33307589816617,1,1.48571025462977
1,1.2683088405183,1.65748002764089,1,3.31420094094679
0,2.16860031716614,-0.289674926753712,1,3.15446127725221
1,-1.23972284217052,0.839445263663206,1,6.26695412230752
1,0.589873888233546,1.55192294084138,1,5.15571326511044
0,0.12401928857494,0.464359012006739,1,2.73513921343265
1,-0.523707786444744,-0.38434237891915,1,4.10425577986349
0,0.620228003019657,-0.365801309386679,0,-6.76609640456522
1,0.708221584488381,0.792545307976732,1,3.8743676221197
1,-0.0931983511755847,0.421167404873381,1,2.39266564904219
1,-0.295196700913778,-0.0414358387347037,1,6.99450388529733
0,-1.08581523089479,0.523466940158588,0,-1.94745301125139
1,-0.624815056439685,0.428361787769886,1,5.91971490345749
0,-0.233006543136885,1.53282287215556,1,1.92156340512283
0,-0.250816863757787,0.121836476063493,1,-1.30122281156692
1,0.953895336223853,1.59569051212966,1,4.87313251496256
1,-0.26597250667334,-0.47897233000061,0,2.2398286572634
1,1.89527594663337,-0.323245390036132,1,5.28143221821589
1,-0.429990827248603,-1.07511486897672,0,-0.724488942309699
1,1.57554699441894,0.274948649513314,1,6.83198473143962
0,0.161941199723277,-0.343531723629255,1,-1.67329368070612
0,-1.08545290694571,-2.09027147623157,0,2.21891746823399
0,0.576937300524498,-0.562166270746231,1,4.01978630387214
