imputation,A,X,Time
1,0,-0.408425029,0
1,0,-0.850380776,0
1,0,-0.773713355,0
1,0,-0.838851875,0
1,0,-1.34534931,0
1,0,0.261961291,0
1,0,-1.34534931,0
1,0,-0.516111247,0
1,1,0.418995991,0
1,0,-0.838851875,0
1,1,1.034686455,0
1,1,0.448903273,0
1,1,0.415035679,0
1,0,-0.024203321,0
1,1,0.980464139,0
1,0,-0.337124536,0
1,0,-0.113353705,0
1,1,-0.098882915,0
1,1,0.264086823,0
1,1,0.264086823,0
1,0,-0.242269499,0
1,1,0.970202017,0
1,0,-0.72022155,0
1,1,0.794680268,0
1,0,0.006737787,0
1,0,0.09627446,0
1,0,-0.252489783,0
1,0,-0.72022155,0
1,0,0.202542145,0
1,0,-0.265972507,0
1,1,0.418995991,0
1,1,0.201413525,0
1,0,-0.091070644,0
1,1,-0.111193495,0
1,0,-0.054684939,0
1,0,-1.085452907,0
1,0,-0.773713355,0
1,1,-0.372600852,0
1,1,1.268308841,0
1,1,2.168600317,0
1,0,-1.239722842,0
1,1,0.589873888,0
1,1,0.622867391,0
1,0,-0.523707786,0
1,1,0.418995991,0
1,0,-0.137929612,0
1,0,-0.093198351,0
1,0,-0.295196701,0
1,0,-1.085815231,0
1,0,-0.242269499,0
1,0,-0.408425029,0
1,1,-0.250816864,0
1,1,0.953895336,0
1,0,-0.265972507,0
1,1,1.895275947,0
1,0,-0.429990827,0
1,1,1.575546994,0
1,1,0.510856257,0
1,0,-1.085452907,0
1,1,2.310296823,0
2,0,-0.502192351,0
2,1,0.418995991,0
2,1,-0.07891709,0
2,1,0.886784809,0
2,0,0.116971271,0
2,1,0.448903273,0
2,0,-0.581790685,0
2,1,1.727175755,0
2,0,-0.049995767,0
2,0,-0.359862131,0
2,1,0.247075993,0
2,0,0.09627446,0
2,1,0.622867391,0
2,0,0.202542145,0
2,1,-0.250816864,0
2,0,-0.029316709,0
2,1,-0.388854247,0
2,1,0.510856257,0
2,0,-0.72022155,0
2,1,2.310296823,0
2,0,0.202542145,0
2,1,0.201413525,0
2,0,0.261961291,0
2,0,0.773404597,0
2,0,-0.814379125,0
2,0,-0.516111247,0
2,0,-0.72022155,0
2,0,-0.093198351,0
2,0,-1.157729462,0
2,1,0.247075993,0
2,0,-0.093198351,0
2,1,0.448903273,0
2,0,-0.137929612,0
2,1,-0.111193495,0
2,0,-0.690014321,0
2,0,-0.22179423,0
2,0,0.182907684,0
2,0,0.202542145,0
2,1,0.794680268,0
2,1,0.970202017,0
2,1,-0.101629238,0
2,1,0.172593506,0
2,0,-1.178683141,0
2,1,0.622867391,0
2,0,-0.516111247,0
2,1,1.322230956,0
2,0,-0.363440327,0
2,1,1.322230956,0
2,0,-0.024203321,0
2,0,-1.878655882,0
2,0,-0.068844028,0
2,0,-1.738597947,0
2,0,-0.137929612,0
2,1,-0.07891709,0
2,0,0.182907684,0
2,1,0.980464139,0
2,0,-0.330975435,0
2,1,-0.101629238,0
2,1,1.38129873,0
2,0,-0.838851875,0
2,0,-0.261995775,0
2,0,-0.068844028,0
2,0,-0.773713355,0
2,1,-0.111193495,0
2,1,-0.101629238,0
2,0,-0.71302498,0
2,1,1.008451873,0
2,1,0.201691592,0
2,1,-0.250816864,0
2,1,1.727175755,0
2,1,0.448903273,0
2,0,-1.064355671,0
2,0,-1.162419322,0
2,1,1.648521747,0
2,0,-2.062096019,0
2,0,0.012749721,0
2,0,-1.087528349,0
2,1,0.689046194,0
2,1,1.008451873,0
2,0,-2.074404754,0
2,1,0.247075993,0
2,0,-0.049995767,0
2,0,-1.34534931,0
2,0,0.202542145,0
2,1,2.310296823,0
2,0,-0.261995775,0
2,1,1.034686455,0
2,0,0.261961291,0
2,1,1.727175755,0
2,1,0.689046194,0
2,0,-0.363440327,0
2,1,1.727175755,0
2,0,-0.892957402,0
2,0,-1.15757124,0
2,1,1.268308841,0
2,1,-0.388854247,0
2,0,-0.22179423,0
2,1,0.413519849,0
2,0,-1.178683141,0
2,0,-0.049995767,0
2,1,-0.332923351,0
2,1,0.589873888,0
2,0,-1.085452907,0
2,1,0.842875632,0
2,0,-1.457993723,0
2,0,-0.40030592,0
2,0,-0.776417285,0
2,1,-0.332923351,0
2,1,-0.111193495,0
2,0,-0.107433808,0
2,1,0.172593506,0
2,1,1.38129873,0
2,1,-0.372600852,0
2,0,-0.359862131,0
2,0,-0.330975435,0
2,1,0.128386063,0
2,1,-0.250816864,0
2,0,-0.255573692,0
2,0,-0.302541011,0
2,1,1.034686455,0
2,0,-0.773713355,0
2,1,0.424002402,0
2,0,0.182907684,0
2,1,0.415035679,0
2,0,0.09627446,0
2,0,-0.518749505,0
2,0,0.261961291,0
2,0,-1.878655882,0
2,0,0.09627446,0
2,1,0.413519849,0
2,0,-0.417794433,0
2,0,-0.850380776,0
2,1,0.689046194,0
2,0,-0.581790685,0
2,1,0.886784809,0
2,1,1.727175755,0
2,0,-0.150926188,0
2,1,-0.332923351,0
2,0,-0.359862131,0
2,0,-0.049995767,0
2,0,-0.408425029,0
2,0,-0.261995775,0
2,0,-0.776417285,0
2,0,-0.261995775,0
2,0,-1.239722842,0
2,0,0.773404597,0
2,0,-0.814379125,0
2,0,-0.516111247,0
2,1,0.418995991,0
2,0,-0.523707786,0
2,1,1.034686455,0
2,1,0.247075993,0
2,1,-0.332923351,0
2,0,-0.024203321,0
2,1,0.886784809,0
2,0,-0.337124536,0
2,0,-0.113353705,0
2,1,-0.098882915,0
2,1,0.264086823,0
2,1,1.38129873,0
2,0,-0.242269499,0
2,1,-0.098882915,0
2,0,-2.062096019,0
2,1,0.794680268,0
2,0,0.006737787,0
2,0,-0.71302498,0
2,0,-0.252489783,0
2,0,-1.064355671,0
2,0,0.202542145,0
2,0,-0.850380776,0
2,1,0.415035679,0
2,1,0.201413525,0
2,0,-0.091070644,0
2,1,2.310296823,0
2,0,-0.054684939,0
2,0,-0.150926188,0
2,0,-0.40030592,0
2,1,-0.372600852,0
2,1,1.268308841,0
2,1,2.168600317,0
2,0,-1.239722842,0
2,1,0.589873888,0
2,1,0.418995991,0
2,0,-0.523707786,0
2,1,0.589873888,0
2,0,-0.091070644,0
2,0,-0.093198351,0
2,0,-0.295196701,0
2,0,-1.085815231,0
2,0,-0.255573692,0
2,0,-1.178683141,0
2,1,-0.250816864,0
2,1,0.953895336,0
2,0,-0.265972507,0
2,1,1.895275947,0
2,0,-0.429990827,0
2,1,1.575546994,0
2,1,0.201413525,0
2,0,-1.085452907,0
2,1,1.034686455,0
3,0,-0.502192351,0
3,1,0.264086823,0
3,1,-0.07891709,0
3,1,0.886784809,0
3,0,0.116971271,0
3,1,0.980464139,0
3,0,-0.581790685,0
3,1,-0.332923351,0
3,0,-0.295196701,0
3,0,-0.359862131,0
3,1,2.310296823,0
3,0,0.09627446,0
3,1,-0.07891709,0
3,0,-0.150926188,0
3,1,0.980464139,0
3,0,-0.029316709,0
3,1,-0.388854247,0
3,1,0.510856257,0
3,0,0.773404597,0
3,1,2.310296823,0
3,0,-0.814379125,0
3,1,1.648521747,0
3,0,0.261961291,0
3,0,0.773404597,0
3,0,-0.814379125,0
3,0,-0.265972507,0
3,0,-0.72022155,0
3,0,-0.850380776,0
3,0,-1.157729462,0
3,1,0.247075993,0
3,0,-0.776417285,0
3,1,-0.332923351,0
3,0,-0.137929612,0
3,1,-0.111193495,0
3,0,-0.690014321,0
3,0,-0.22179423,0
3,0,0.182907684,0
3,0,-0.773713355,0
3,1,0.418995991,0
3,1,0.970202017,0
3,1,-0.101629238,0
3,1,1.034686455,0
3,0,-0.523707786,0
3,1,0.622867391,0
3,0,-0.068844028,0
3,1,1.322230956,0
3,0,-0.363440327,0
3,1,0.247075993,0
3,0,-0.150926188,0
3,0,-1.878655882,0
3,0,-0.295196701,0
3,0,-1.738597947,0
3,0,-0.359862131,0
3,1,-0.101629238,0
3,0,-0.024203321,0
3,1,0.980464139,0
3,0,-0.776417285,0
3,1,0.510856257,0
3,1,1.38129873,0
3,0,-0.838851875,0
3,0,-0.261995775,0
3,0,-0.068844028,0
3,0,-0.72022155,0
3,1,-0.07891709,0
3,1,-0.111193495,0
3,0,-0.71302498,0
3,1,-0.07891709,0
3,1,0.201691592,0
3,1,0.622867391,0
3,1,-0.250816864,0
3,1,0.448903273,0
3,0,-1.064355671,0
3,0,-1.162419322,0
3,1,1.648521747,0
3,0,-2.062096019,0
3,0,0.012749721,0
3,0,-1.087528349,0
3,1,-0.372600852,0
3,1,1.008451873,0
3,0,-2.074404754,0
3,1,1.648521747,0
3,0,-0.049995767,0
3,0,-1.34534931,0
3,0,-2.074404754,0
3,1,1.034686455,0
3,0,-1.878655882,0
3,1,0.413519849,0
3,0,0.006737787,0
3,1,1.727175755,0
3,1,0.510856257,0
3,0,-0.137929612,0
3,1,-0.332923351,0
3,0,-0.892957402,0
3,0,-1.15757124,0
3,1,0.415035679,0
3,1,-0.111193495,0
3,0,-0.408425029,0
3,1,0.413519849,0
3,0,-1.178683141,0
3,0,-0.242269499,0
3,1,-0.332923351,0
3,1,0.448903273,0
3,0,-0.408425029,0
3,1,0.842875632,0
3,0,-1.457993723,0
3,0,-0.40030592,0
3,0,-0.776417285,0
3,1,-0.372600852,0
3,1,0.448903273,0
3,0,-0.107433808,0
3,1,0.172593506,0
3,1,0.689046194,0
3,1,1.648521747,0
3,0,-0.359862131,0
3,0,-0.330975435,0
3,1,0.128386063,0
3,1,0.172593506,0
3,0,-0.255573692,0
3,0,-0.302541011,0
3,1,2.168600317,0
3,0,-0.773713355,0
3,1,0.424002402,0
3,0,-0.049995767,0
3,1,0.415035679,0
3,0,-1.34534931,0
3,0,-0.518749505,0
3,0,-0.838851875,0
3,0,-0.22179423,0
3,0,0.182907684,0
3,1,0.201691592,0
3,0,-0.417794433,0
3,0,-0.850380776,0
3,1,0.689046194,0
3,0,-0.068844028,0
3,1,0.128386063,0
3,1,0.448903273,0
3,0,-0.150926188,0
3,1,0.247075993,0
3,0,-0.838851875,0
3,0,-0.137929612,0
3,0,-0.408425029,0
3,0,-1.157729462,0
3,0,-0.330975435,0
3,0,0.006737787,0
3,0,0.09627446,0
3,0,-1.738597947,0
3,0,-1.878655882,0
3,0,-0.516111247,0
3,1,0.418995991,0
3,0,-1.087528349,0
3,1,1.034686455,0
3,1,0.172593506,0
3,1,0.415035679,0
3,0,-0.024203321,0
3,1,0.415035679,0
3,0,-0.337124536,0
3,0,-0.113353705,0
3,1,-0.098882915,0
3,1,0.264086823,0
3,1,1.727175755,0
3,0,-0.242269499,0
3,1,-0.250816864,0
3,0,-0.265972507,0
3,1,0.794680268,0
3,0,0.006737787,0
3,0,-0.252489783,0
3,0,-0.252489783,0
3,0,-2.062096019,0
3,0,0.202542145,0
3,0,-0.255573692,0
3,1,0.448903273,0
3,1,0.201413525,0
3,0,-0.091070644,0
3,1,-0.372600852,0
3,0,-0.054684939,0
3,0,-0.22179423,0
3,0,-0.113353705,0
3,1,-0.372600852,0
3,1,1.268308841,0
3,1,2.168600317,0
3,0,-1.239722842,0
3,1,0.589873888,0
3,1,1.38129873,0
3,0,-0.523707786,0
3,1,0.970202017,0
3,0,-1.157729462,0
3,0,-0.093198351,0
3,0,-0.295196701,0
3,0,-1.085815231,0
3,0,0.773404597,0
3,0,-0.302541011,0
3,1,-0.250816864,0
3,1,0.953895336,0
3,0,-0.265972507,0
3,1,1.895275947,0
3,0,-0.429990827,0
3,1,1.575546994,0
3,1,0.418995991,0
3,0,-1.085452907,0
3,1,1.034686455,0
4,0,-0.502192351,0
4,1,1.727175755,0
4,1,-0.07891709,0
4,1,0.886784809,0
4,0,0.116971271,0
4,1,1.895275947,0
4,0,-0.581790685,0
4,1,-0.111193495,0
4,0,-0.137929612,0
4,0,-0.359862131,0
4,1,0.201691592,0
4,0,0.09627446,0
4,1,1.575546994,0
4,0,-1.178683141,0
4,1,0.842875632,0
4,0,-0.029316709,0
4,1,-0.388854247,0
4,1,0.510856257,0
4,0,-1.085452907,0
4,1,2.310296823,0
4,0,0.012749721,0
4,1,0.510856257,0
4,0,0.261961291,0
4,0,0.773404597,0
4,0,-0.814379125,0
4,0,-0.024203321,0
4,0,-0.72022155,0
4,0,-0.024203321,0
4,0,-1.157729462,0
4,1,0.247075993,0
4,0,-1.457993723,0
4,1,0.413519849,0
4,0,-0.137929612,0
4,1,-0.111193495,0
4,0,-0.690014321,0
4,0,-0.22179423,0
4,0,0.182907684,0
4,0,-0.255573692,0
4,1,1.034686455,0
4,1,0.970202017,0
4,1,-0.101629238,0
4,1,0.970202017,0
4,0,-0.850380776,0
4,1,0.622867391,0
4,0,-0.502192351,0
4,1,1.322230956,0
4,0,-0.363440327,0
4,1,0.689046194,0
4,0,-1.878655882,0
4,0,-1.878655882,0
4,0,-1.878655882,0
4,0,-1.738597947,0
4,0,-0.359862131,0
4,1,1.648521747,0
4,0,-0.261995775,0
4,1,0.980464139,0
4,0,-2.062096019,0
4,1,1.727175755,0
4,1,1.38129873,0
4,0,-0.838851875,0
4,0,-0.261995775,0
4,0,-0.068844028,0
4,0,-0.261995775,0
4,1,0.413519849,0
4,1,-0.250816864,0
4,0,-0.71302498,0
4,1,0.418995991,0
4,1,0.201691592,0
4,1,-0.332923351,0
4,1,0.201691592,0
4,1,0.448903273,0
4,0,-1.064355671,0
4,0,-1.162419322,0
4,1,1.648521747,0
4,0,-2.062096019,0
4,0,0.012749721,0
4,0,-1.087528349,0
4,1,0.201413525,0
4,1,1.008451873,0
4,0,-2.074404754,0
4,1,0.128386063,0
4,0,-0.049995767,0
4,0,-1.34534931,0
4,0,-0.255573692,0
4,1,0.589873888,0
4,0,-0.776417285,0
4,1,1.034686455,0
4,0,-0.523707786,0
4,1,1.727175755,0
4,1,0.264086823,0
4,0,-2.074404754,0
4,1,0.622867391,0
4,0,-0.892957402,0
4,0,-1.15757124,0
4,1,0.424002402,0
4,1,0.128386063,0
4,0,-1.085815231,0
4,1,0.413519849,0
4,0,-1.178683141,0
4,0,-0.363440327,0
4,1,-0.332923351,0
4,1,-0.101629238,0
4,0,-0.302541011,0
4,1,0.842875632,0
4,0,-1.457993723,0
4,0,-0.40030592,0
4,0,-0.776417285,0
4,1,0.413519849,0
4,1,0.247075993,0
4,0,-0.107433808,0
4,1,0.172593506,0
4,1,2.168600317,0
4,1,1.38129873,0
4,0,0.09627446,0
4,0,-0.330975435,0
4,1,0.128386063,0
4,1,0.424002402,0
4,0,-0.255573692,0
4,0,-0.302541011,0
4,1,0.842875632,0
4,0,-0.773713355,0
4,1,0.424002402,0
4,0,-0.150926188,0
4,1,0.415035679,0
4,0,-1.738597947,0
4,0,-0.518749505,0
4,0,0.773404597,0
4,0,-0.502192351,0
4,0,-0.068844028,0
4,1,0.424002402,0
4,0,-0.417794433,0
4,0,-0.850380776,0
4,1,0.689046194,0
4,0,-1.157729462,0
4,1,1.575546994,0
4,1,-0.07891709,0
4,0,-0.150926188,0
4,1,-0.250816864,0
4,0,-0.255573692,0
4,0,-0.359862131,0
4,0,-0.408425029,0
4,0,0.773404597,0
4,0,-0.261995775,0
4,0,-1.178683141,0
4,0,-1.162419322,0
4,0,-0.429990827,0
4,0,-0.330975435,0
4,0,-0.516111247,0
4,1,0.418995991,0
4,0,-0.091070644,0
4,1,1.034686455,0
4,1,2.310296823,0
4,1,-0.388854247,0
4,0,-0.024203321,0
4,1,0.886784809,0
4,0,-0.337124536,0
4,0,-0.113353705,0
4,1,-0.098882915,0
4,1,0.264086823,0
4,1,0.980464139,0
4,0,-0.242269499,0
4,1,0.424002402,0
4,0,-0.255573692,0
4,1,0.794680268,0
4,0,0.006737787,0
4,0,-0.068844028,0
4,0,-0.252489783,0
4,0,0.116971271,0
4,0,0.202542145,0
4,0,-0.850380776,0
4,1,-0.372600852,0
4,1,0.201413525,0
4,0,-0.091070644,0
4,1,0.418995991,0
4,0,-0.054684939,0
4,0,-0.776417285,0
4,0,-1.738597947,0
4,1,-0.372600852,0
4,1,1.268308841,0
4,1,2.168600317,0
4,0,-1.239722842,0
4,1,0.589873888,0
4,1,0.413519849,0
4,0,-0.523707786,0
4,1,1.268308841,0
4,0,-1.064355671,0
4,0,-0.093198351,0
4,0,-0.295196701,0
4,0,-1.085815231,0
4,0,-0.150926188,0
4,0,-0.137929612,0
4,1,-0.250816864,0
4,1,0.953895336,0
4,0,-0.265972507,0
4,1,1.895275947,0
4,0,-0.429990827,0
4,1,1.575546994,0
4,1,-0.250816864,0
4,0,-1.085452907,0
4,1,0.128386063,0
5,0,-0.502192351,0
5,1,0.172593506,0
5,1,-0.07891709,0
5,1,0.886784809,0
5,0,0.116971271,0
5,1,0.622867391,0
5,0,-0.581790685,0
5,1,0.418995991,0
5,0,-0.091070644,0
5,0,-0.359862131,0
5,1,1.38129873,0
5,0,0.09627446,0
5,1,1.008451873,0
5,0,0.773404597,0
5,1,0.172593506,0
5,0,-0.029316709,0
5,1,-0.388854247,0
5,1,0.510856257,0
5,0,-0.359862131,0
5,1,2.310296823,0
5,0,-0.581790685,0
5,1,0.448903273,0
5,0,0.261961291,0
5,0,0.773404597,0
5,0,-0.814379125,0
5,0,0.182907684,0
5,0,-0.72022155,0
5,0,0.773404597,0
5,0,-1.157729462,0
5,1,0.247075993,0
5,0,-0.892957402,0
5,1,1.034686455,0
5,0,-0.137929612,0
5,1,-0.111193495,0
5,0,-0.690014321,0
5,0,-0.22179423,0
5,0,0.182907684,0
5,0,-0.22179423,0
5,1,2.168600317,0
5,1,0.970202017,0
5,1,-0.101629238,0
5,1,0.172593506,0
5,0,-0.330975435,0
5,1,0.622867391,0
5,0,-0.054684939,0
5,1,1.322230956,0
5,0,-0.363440327,0
5,1,1.268308841,0
5,0,-0.265972507,0
5,0,-1.878655882,0
5,0,-1.157729462,0
5,0,-1.738597947,0
5,0,-0.242269499,0
5,1,2.168600317,0
5,0,-0.330975435,0
5,1,0.980464139,0
5,0,-0.417794433,0
5,1,0.247075993,0
5,1,1.38129873,0
5,0,-0.838851875,0
5,0,-0.261995775,0
5,0,-0.068844028,0
5,0,-1.064355671,0
5,1,0.980464139,0
5,1,2.310296823,0
5,0,-0.71302498,0
5,1,0.413519849,0
5,1,0.201691592,0
5,1,1.575546994,0
5,1,2.310296823,0
5,1,0.448903273,0
5,0,-1.064355671,0
5,0,-1.162419322,0
5,1,1.648521747,0
5,0,-2.062096019,0
5,0,0.012749721,0
5,0,-1.087528349,0
5,1,1.895275947,0
5,1,1.008451873,0
5,0,-2.074404754,0
5,1,-0.372600852,0
5,0,-0.049995767,0
5,0,-1.34534931,0
5,0,0.261961291,0
5,1,1.008451873,0
5,0,-1.178683141,0
5,1,-0.388854247,0
5,0,-0.024203321,0
5,1,1.727175755,0
5,1,0.415035679,0
5,0,-1.064355671,0
5,1,0.201413525,0
5,0,-0.892957402,0
5,0,-1.15757124,0
5,1,0.510856257,0
5,1,0.172593506,0
5,0,-0.029316709,0
5,1,0.413519849,0
5,0,-1.178683141,0
5,0,-2.074404754,0
5,1,-0.332923351,0
5,1,1.322230956,0
5,0,-0.71302498,0
5,1,0.842875632,0
5,0,-1.457993723,0
5,0,-0.40030592,0
5,0,-0.776417285,0
5,1,1.322230956,0
5,1,0.172593506,0
5,0,-0.107433808,0
5,1,0.172593506,0
5,1,-0.372600852,0
5,1,2.168600317,0
5,0,0.261961291,0
5,0,-0.330975435,0
5,1,0.128386063,0
5,1,0.689046194,0
5,0,-0.255573692,0
5,0,-0.302541011,0
5,1,1.034686455,0
5,0,-0.773713355,0
5,1,0.424002402,0
5,0,-0.71302498,0
5,1,0.415035679,0
5,0,-0.024203321,0
5,0,-0.518749505,0
5,0,-1.178683141,0
5,0,-0.137929612,0
5,0,-0.150926188,0
5,1,0.413519849,0
5,0,-0.417794433,0
5,0,-0.850380776,0
5,1,0.689046194,0
5,0,-1.087528349,0
5,1,0.413519849,0
5,1,-0.250816864,0
5,0,-0.150926188,0
5,1,0.980464139,0
5,0,-0.252489783,0
5,0,-0.068844028,0
5,0,-0.408425029,0
5,0,0.006737787,0
5,0,-1.239722842,0
5,0,-0.024203321,0
5,0,-0.814379125,0
5,0,-0.330975435,0
5,0,-0.523707786,0
5,0,-0.516111247,0
5,1,0.418995991,0
5,0,-1.34534931,0
5,1,1.034686455,0
5,1,-0.372600852,0
5,1,0.247075993,0
5,0,-0.024203321,0
5,1,0.201691592,0
5,0,-0.337124536,0
5,0,-0.113353705,0
5,1,-0.098882915,0
5,1,0.264086823,0
5,1,0.128386063,0
5,0,-0.242269499,0
5,1,0.418995991,0
5,0,-1.064355671,0
5,1,0.794680268,0
5,0,0.006737787,0
5,0,-1.178683141,0
5,0,-0.252489783,0
5,0,-0.516111247,0
5,0,0.202542145,0
5,0,-0.408425029,0
5,1,1.575546994,0
5,1,0.201413525,0
5,0,-0.091070644,0
5,1,0.448903273,0
5,0,-0.054684939,0
5,0,-0.137929612,0
5,0,-0.690014321,0
5,1,-0.372600852,0
5,1,1.268308841,0
5,1,2.168600317,0
5,0,-1.239722842,0
5,1,0.589873888,0
5,1,0.418995991,0
5,0,-0.523707786,0
5,1,0.510856257,0
5,0,0.116971271,0
5,0,-0.093198351,0
5,0,-0.295196701,0
5,0,-1.085815231,0
5,0,-0.295196701,0
5,0,-1.239722842,0
5,1,-0.250816864,0
5,1,0.953895336,0
5,0,-0.265972507,0
5,1,1.895275947,0
5,0,-0.429990827,0
5,1,1.575546994,0
5,1,-0.098882915,0
5,0,-1.085452907,0
5,1,0.413519849,0
