"imputation","A","X"
1,1,0.418995990571031
1,0,-1.08545290694571
1,1,-0.388854246903499
1,0,-0.892957402100141
1,0,-1.15757124007267
1,1,1.38129872992883
1,1,0.970202017340543
1,0,-0.838851875034352
1,1,0.413519848829901
1,0,-1.17868314072463
1,0,-2.06209601933992
1,1,-0.332923350974514
1,1,0.128386063376134
1,0,-0.261995774514031
1,1,0.842875632136583
1,0,-1.45799372254209
1,0,-0.40030592004892
1,0,-0.776417285336318
1,1,-0.111193495282428
1,1,0.886784809417845
1,0,-0.107433808339981
1,1,0.1725935062242
1,1,-0.101629238461632
1,1,1.89527594663337
1,0,-0.137929611731146
1,0,-0.330975434616041
1,1,0.128386063376134
1,1,0.953895336223853
1,0,-0.255573691563754
1,0,-0.302541010692695
1,1,-0.372600851616052
1,0,-0.773713354547255
1,1,0.424002401562653
1,0,0.202542145247935
1,1,0.415035678899142
1,0,-0.814379124875453
1,0,-0.518749504748059
1,0,-0.252489782563555
1,0,-0.113353704977051
1,0,-0.892957402100141
1,1,0.264086822816072
1,0,-0.417794433072629
1,0,-0.850380776291204
1,1,0.689046194372418
1,0,-0.0931983511755847
1,1,0.415035678899142
1,1,0.424002401562653
1,0,-0.150926188360773
1,1,1.64852174670445
1,0,-0.773713354547255
1,0,0.182907683594697
1,0,-0.408425029487769
1,0,-0.850380776291204
1,0,-0.773713354547255
1,0,-0.838851875034352
1,0,-1.34534931044337
1,0,0.261961291392879
1,0,-1.34534931044337
1,0,-0.516111246673415
1,1,0.418995990571031
1,0,-0.838851875034352
1,1,1.03468645455601
1,1,0.448903273111376
1,1,0.415035678899142
1,0,-0.0242033206185982
1,1,0.980464138734608
1,0,-0.337124536017291
1,0,-0.113353704977051
1,1,-0.098882914912717
1,1,0.264086822816072
1,1,0.264086822816072
1,0,-0.242269498838383
1,1,0.970202017340543
1,0,-0.720221550216076
1,1,0.794680268160145
1,0,0.00673778670590812
1,0,0.0962744602851301
1,0,-0.252489782563555
1,0,-0.720221550216076
1,0,0.202542145247935
1,0,-0.26597250667334
1,1,0.418995990571031
1,1,0.20141352460328
1,0,-0.0910706437284358
1,1,-0.111193495282428
1,0,-0.0546849392054481
1,0,-1.08545290694571
1,0,-0.773713354547255
1,1,-0.372600851616052
1,1,1.2683088405183
1,1,2.16860031716614
1,0,-1.23972284217052
1,1,0.589873888233546
1,1,0.62286739099101
1,0,-0.523707786444744
1,1,0.418995990571031
1,0,-0.137929611731146
1,0,-0.0931983511755847
1,0,-0.295196700913778
1,0,-1.08581523089479
1,0,-0.242269498838383
1,0,-0.408425029487769
1,1,-0.250816863757787
1,1,0.953895336223853
1,0,-0.26597250667334
1,1,1.89527594663337
1,0,-0.429990827248603
1,1,1.57554699441894
1,1,0.510856257369925
1,0,-1.08545290694571
1,1,2.31029682277906
2,0,-0.502192350531457
2,1,0.418995990571031
2,1,-0.07891708981887
2,1,0.886784809417845
2,0,0.116971270510841
2,1,0.448903273111376
2,0,-0.58179068471591
2,1,1.72717575450325
2,0,-0.0499957668760446
2,0,-0.359862131395465
2,1,0.247075992728822
2,0,0.0962744602851301
2,1,0.62286739099101
2,0,0.202542145247935
2,1,-0.250816863757787
2,0,-0.0293167092293474
2,1,-0.388854246903499
2,1,0.510856257369925
2,0,-0.720221550216076
2,1,2.31029682277906
2,0,0.202542145247935
2,1,0.20141352460328
2,0,0.261961291392879
2,0,0.773404596778447
2,0,-0.814379124875453
2,0,-0.516111246673415
2,0,-0.720221550216076
2,0,-0.0931983511755847
2,0,-1.15772946239983
2,1,0.247075992728822
2,0,-0.0931983511755847
2,1,0.448903273111376
2,0,-0.137929611731146
2,1,-0.111193495282428
2,0,-0.690014320569417
2,0,-0.221794230019693
2,0,0.182907683594697
2,0,0.202542145247935
2,1,0.794680268160145
2,1,0.970202017340543
2,1,-0.101629238461632
2,1,0.1725935062242
2,0,-1.17868314072463
2,1,0.62286739099101
2,0,-0.516111246673415
2,1,1.3222309556847
2,0,-0.363440326844656
2,1,1.3222309556847
2,0,-0.0242033206185982
2,0,-1.87865588200619
2,0,-0.0688440280170231
2,0,-1.7385979472079
2,0,-0.137929611731146
2,1,-0.07891708981887
2,0,0.182907683594697
2,1,0.980464138734608
2,0,-0.330975434616041
2,1,-0.101629238461632
2,1,1.38129872992883
2,0,-0.838851875034352
2,0,-0.261995774514031
2,0,-0.0688440280170231
2,0,-0.773713354547255
2,1,-0.111193495282428
2,1,-0.101629238461632
2,0,-0.713024980216354
2,1,1.00845187327274
2,1,0.201691591615917
2,1,-0.250816863757787
2,1,1.72717575450325
2,1,0.448903273111376
2,0,-1.06435567068737
2,0,-1.16241932214223
2,1,1.64852174670445
2,0,-2.06209601933992
2,0,0.0127497209649686
2,0,-1.08752834931043
2,1,0.689046194372418
2,1,1.00845187327274
2,0,-2.07440475425644
2,1,0.247075992728822
2,0,-0.0499957668760446
2,0,-1.34534931044337
2,0,0.202542145247935
2,1,2.31029682277906
2,0,-0.261995774514031
2,1,1.03468645455601
2,0,0.261961291392879
2,1,1.72717575450325
2,1,0.689046194372418
2,0,-0.363440326844656
2,1,1.72717575450325
2,0,-0.892957402100141
2,0,-1.15757124007267
2,1,1.2683088405183
2,1,-0.388854246903499
2,0,-0.221794230019693
2,1,0.413519848829901
2,0,-1.17868314072463
2,0,-0.0499957668760446
2,1,-0.332923350974514
2,1,0.589873888233546
2,0,-1.08545290694571
2,1,0.842875632136583
2,0,-1.45799372254209
2,0,-0.40030592004892
2,0,-0.776417285336318
2,1,-0.332923350974514
2,1,-0.111193495282428
2,0,-0.107433808339981
2,1,0.1725935062242
2,1,1.38129872992883
2,1,-0.372600851616052
2,0,-0.359862131395465
2,0,-0.330975434616041
2,1,0.128386063376134
2,1,-0.250816863757787
2,0,-0.255573691563754
2,0,-0.302541010692695
2,1,1.03468645455601
2,0,-0.773713354547255
2,1,0.424002401562653
2,0,0.182907683594697
2,1,0.415035678899142
2,0,0.0962744602851301
2,0,-0.518749504748059
2,0,0.261961291392879
2,0,-1.87865588200619
2,0,0.0962744602851301
2,1,0.413519848829901
2,0,-0.417794433072629
2,0,-0.850380776291204
2,1,0.689046194372418
2,0,-0.58179068471591
2,1,0.886784809417845
2,1,1.72717575450325
2,0,-0.150926188360773
2,1,-0.332923350974514
2,0,-0.359862131395465
2,0,-0.0499957668760446
2,0,-0.408425029487769
2,0,-0.261995774514031
2,0,-0.776417285336318
2,0,-0.261995774514031
2,0,-1.23972284217052
2,0,0.773404596778447
2,0,-0.814379124875453
2,0,-0.516111246673415
2,1,0.418995990571031
2,0,-0.523707786444744
2,1,1.03468645455601
2,1,0.247075992728822
2,1,-0.332923350974514
2,0,-0.0242033206185982
2,1,0.886784809417845
2,0,-0.337124536017291
2,0,-0.113353704977051
2,1,-0.098882914912717
2,1,0.264086822816072
2,1,1.38129872992883
2,0,-0.242269498838383
2,1,-0.098882914912717
2,0,-2.06209601933992
2,1,0.794680268160145
2,0,0.00673778670590812
2,0,-0.713024980216354
2,0,-0.252489782563555
2,0,-1.06435567068737
2,0,0.202542145247935
2,0,-0.850380776291204
2,1,0.415035678899142
2,1,0.20141352460328
2,0,-0.0910706437284358
2,1,2.31029682277906
2,0,-0.0546849392054481
2,0,-0.150926188360773
2,0,-0.40030592004892
2,1,-0.372600851616052
2,1,1.2683088405183
2,1,2.16860031716614
2,0,-1.23972284217052
2,1,0.589873888233546
2,1,0.418995990571031
2,0,-0.523707786444744
2,1,0.589873888233546
2,0,-0.0910706437284358
2,0,-0.0931983511755847
2,0,-0.295196700913778
2,0,-1.08581523089479
2,0,-0.255573691563754
2,0,-1.17868314072463
2,1,-0.250816863757787
2,1,0.953895336223853
2,0,-0.26597250667334
2,1,1.89527594663337
2,0,-0.429990827248603
2,1,1.57554699441894
2,1,0.20141352460328
2,0,-1.08545290694571
2,1,1.03468645455601
3,0,-0.502192350531457
3,1,0.264086822816072
3,1,-0.07891708981887
3,1,0.886784809417845
3,0,0.116971270510841
3,1,0.980464138734608
3,0,-0.58179068471591
3,1,-0.332923350974514
3,0,-0.295196700913778
3,0,-0.359862131395465
3,1,2.31029682277906
3,0,0.0962744602851301
3,1,-0.07891708981887
3,0,-0.150926188360773
3,1,0.980464138734608
3,0,-0.0293167092293474
3,1,-0.388854246903499
3,1,0.510856257369925
3,0,0.773404596778447
3,1,2.31029682277906
3,0,-0.814379124875453
3,1,1.64852174670445
3,0,0.261961291392879
3,0,0.773404596778447
3,0,-0.814379124875453
3,0,-0.26597250667334
3,0,-0.720221550216076
3,0,-0.850380776291204
3,0,-1.15772946239983
3,1,0.247075992728822
3,0,-0.776417285336318
3,1,-0.332923350974514
3,0,-0.137929611731146
3,1,-0.111193495282428
3,0,-0.690014320569417
3,0,-0.221794230019693
3,0,0.182907683594697
3,0,-0.773713354547255
3,1,0.418995990571031
3,1,0.970202017340543
3,1,-0.101629238461632
3,1,1.03468645455601
3,0,-0.523707786444744
3,1,0.62286739099101
3,0,-0.0688440280170231
3,1,1.3222309556847
3,0,-0.363440326844656
3,1,0.247075992728822
3,0,-0.150926188360773
3,0,-1.87865588200619
3,0,-0.295196700913778
3,0,-1.7385979472079
3,0,-0.359862131395465
3,1,-0.101629238461632
3,0,-0.0242033206185982
3,1,0.980464138734608
3,0,-0.776417285336318
3,1,0.510856257369925
3,1,1.38129872992883
3,0,-0.838851875034352
3,0,-0.261995774514031
3,0,-0.0688440280170231
3,0,-0.720221550216076
3,1,-0.07891708981887
3,1,-0.111193495282428
3,0,-0.713024980216354
3,1,-0.07891708981887
3,1,0.201691591615917
3,1,0.62286739099101
3,1,-0.250816863757787
3,1,0.448903273111376
3,0,-1.06435567068737
3,0,-1.16241932214223
3,1,1.64852174670445
3,0,-2.06209601933992
3,0,0.0127497209649686
3,0,-1.08752834931043
3,1,-0.372600851616052
3,1,1.00845187327274
3,0,-2.07440475425644
3,1,1.64852174670445
3,0,-0.0499957668760446
3,0,-1.34534931044337
3,0,-2.07440475425644
3,1,1.03468645455601
3,0,-1.87865588200619
3,1,0.413519848829901
3,0,0.00673778670590812
3,1,1.72717575450325
3,1,0.510856257369925
3,0,-0.137929611731146
3,1,-0.332923350974514
3,0,-0.892957402100141
3,0,-1.15757124007267
3,1,0.415035678899142
3,1,-0.111193495282428
3,0,-0.408425029487769
3,1,0.413519848829901
3,0,-1.17868314072463
3,0,-0.242269498838383
3,1,-0.332923350974514
3,1,0.448903273111376
3,0,-0.408425029487769
3,1,0.842875632136583
3,0,-1.45799372254209
3,0,-0.40030592004892
3,0,-0.776417285336318
3,1,-0.372600851616052
3,1,0.448903273111376
3,0,-0.107433808339981
3,1,0.1725935062242
3,1,0.689046194372418
3,1,1.64852174670445
3,0,-0.359862131395465
3,0,-0.330975434616041
3,1,0.128386063376134
3,1,0.1725935062242
3,0,-0.255573691563754
3,0,-0.302541010692695
3,1,2.16860031716614
3,0,-0.773713354547255
3,1,0.424002401562653
3,0,-0.0499957668760446
3,1,0.415035678899142
3,0,-1.34534931044337
3,0,-0.518749504748059
3,0,-0.838851875034352
3,0,-0.221794230019693
3,0,0.182907683594697
3,1,0.201691591615917
3,0,-0.417794433072629
3,0,-0.850380776291204
3,1,0.689046194372418
3,0,-0.0688440280170231
3,1,0.128386063376134
3,1,0.448903273111376
3,0,-0.150926188360773
3,1,0.247075992728822
3,0,-0.838851875034352
3,0,-0.137929611731146
3,0,-0.408425029487769
3,0,-1.15772946239983
3,0,-0.330975434616041
3,0,0.00673778670590812
3,0,0.0962744602851301
3,0,-1.7385979472079
3,0,-1.87865588200619
3,0,-0.516111246673415
3,1,0.418995990571031
3,0,-1.08752834931043
3,1,1.03468645455601
3,1,0.1725935062242
3,1,0.415035678899142
3,0,-0.0242033206185982
3,1,0.415035678899142
3,0,-0.337124536017291
3,0,-0.113353704977051
3,1,-0.098882914912717
3,1,0.264086822816072
3,1,1.72717575450325
3,0,-0.242269498838383
3,1,-0.250816863757787
3,0,-0.26597250667334
3,1,0.794680268160145
3,0,0.00673778670590812
3,0,-0.252489782563555
3,0,-0.252489782563555
3,0,-2.06209601933992
3,0,0.202542145247935
3,0,-0.255573691563754
3,1,0.448903273111376
3,1,0.20141352460328
3,0,-0.0910706437284358
3,1,-0.372600851616052
3,0,-0.0546849392054481
3,0,-0.221794230019693
3,0,-0.113353704977051
3,1,-0.372600851616052
3,1,1.2683088405183
3,1,2.16860031716614
3,0,-1.23972284217052
3,1,0.589873888233546
3,1,1.38129872992883
3,0,-0.523707786444744
3,1,0.970202017340543
3,0,-1.15772946239983
3,0,-0.0931983511755847
3,0,-0.295196700913778
3,0,-1.08581523089479
3,0,0.773404596778447
3,0,-0.302541010692695
3,1,-0.250816863757787
3,1,0.953895336223853
3,0,-0.26597250667334
3,1,1.89527594663337
3,0,-0.429990827248603
3,1,1.57554699441894
3,1,0.418995990571031
3,0,-1.08545290694571
3,1,1.03468645455601
4,0,-0.502192350531457
4,1,1.72717575450325
4,1,-0.07891708981887
4,1,0.886784809417845
4,0,0.116971270510841
4,1,1.89527594663337
4,0,-0.58179068471591
4,1,-0.111193495282428
4,0,-0.137929611731146
4,0,-0.359862131395465
4,1,0.201691591615917
4,0,0.0962744602851301
4,1,1.57554699441894
4,0,-1.17868314072463
4,1,0.842875632136583
4,0,-0.0293167092293474
4,1,-0.388854246903499
4,1,0.510856257369925
4,0,-1.08545290694571
4,1,2.31029682277906
4,0,0.0127497209649686
4,1,0.510856257369925
4,0,0.261961291392879
4,0,0.773404596778447
4,0,-0.814379124875453
4,0,-0.0242033206185982
4,0,-0.720221550216076
4,0,-0.0242033206185982
4,0,-1.15772946239983
4,1,0.247075992728822
4,0,-1.45799372254209
4,1,0.413519848829901
4,0,-0.137929611731146
4,1,-0.111193495282428
4,0,-0.690014320569417
4,0,-0.221794230019693
4,0,0.182907683594697
4,0,-0.255573691563754
4,1,1.03468645455601
4,1,0.970202017340543
4,1,-0.101629238461632
4,1,0.970202017340543
4,0,-0.850380776291204
4,1,0.62286739099101
4,0,-0.502192350531457
4,1,1.3222309556847
4,0,-0.363440326844656
4,1,0.689046194372418
4,0,-1.87865588200619
4,0,-1.87865588200619
4,0,-1.87865588200619
4,0,-1.7385979472079
4,0,-0.359862131395465
4,1,1.64852174670445
4,0,-0.261995774514031
4,1,0.980464138734608
4,0,-2.06209601933992
4,1,1.72717575450325
4,1,1.38129872992883
4,0,-0.838851875034352
4,0,-0.261995774514031
4,0,-0.0688440280170231
4,0,-0.261995774514031
4,1,0.413519848829901
4,1,-0.250816863757787
4,0,-0.713024980216354
4,1,0.418995990571031
4,1,0.201691591615917
4,1,-0.332923350974514
4,1,0.201691591615917
4,1,0.448903273111376
4,0,-1.06435567068737
4,0,-1.16241932214223
4,1,1.64852174670445
4,0,-2.06209601933992
4,0,0.0127497209649686
4,0,-1.08752834931043
4,1,0.20141352460328
4,1,1.00845187327274
4,0,-2.07440475425644
4,1,0.128386063376134
4,0,-0.0499957668760446
4,0,-1.34534931044337
4,0,-0.255573691563754
4,1,0.589873888233546
4,0,-0.776417285336318
4,1,1.03468645455601
4,0,-0.523707786444744
4,1,1.72717575450325
4,1,0.264086822816072
4,0,-2.07440475425644
4,1,0.62286739099101
4,0,-0.892957402100141
4,0,-1.15757124007267
4,1,0.424002401562653
4,1,0.128386063376134
4,0,-1.08581523089479
4,1,0.413519848829901
4,0,-1.17868314072463
4,0,-0.363440326844656
4,1,-0.332923350974514
4,1,-0.101629238461632
4,0,-0.302541010692695
4,1,0.842875632136583
4,0,-1.45799372254209
4,0,-0.40030592004892
4,0,-0.776417285336318
4,1,0.413519848829901
4,1,0.247075992728822
4,0,-0.107433808339981
4,1,0.1725935062242
4,1,2.16860031716614
4,1,1.38129872992883
4,0,0.0962744602851301
4,0,-0.330975434616041
4,1,0.128386063376134
4,1,0.424002401562653
4,0,-0.255573691563754
4,0,-0.302541010692695
4,1,0.842875632136583
4,0,-0.773713354547255
4,1,0.424002401562653
4,0,-0.150926188360773
4,1,0.415035678899142
4,0,-1.7385979472079
4,0,-0.518749504748059
4,0,0.773404596778447
4,0,-0.502192350531457
4,0,-0.0688440280170231
4,1,0.424002401562653
4,0,-0.417794433072629
4,0,-0.850380776291204
4,1,0.689046194372418
4,0,-1.15772946239983
4,1,1.57554699441894
4,1,-0.07891708981887
4,0,-0.150926188360773
4,1,-0.250816863757787
4,0,-0.255573691563754
4,0,-0.359862131395465
4,0,-0.408425029487769
4,0,0.773404596778447
4,0,-0.261995774514031
4,0,-1.17868314072463
4,0,-1.16241932214223
4,0,-0.429990827248603
4,0,-0.330975434616041
4,0,-0.516111246673415
4,1,0.418995990571031
4,0,-0.0910706437284358
4,1,1.03468645455601
4,1,2.31029682277906
4,1,-0.388854246903499
4,0,-0.0242033206185982
4,1,0.886784809417845
4,0,-0.337124536017291
4,0,-0.113353704977051
4,1,-0.098882914912717
4,1,0.264086822816072
4,1,0.980464138734608
4,0,-0.242269498838383
4,1,0.424002401562653
4,0,-0.255573691563754
4,1,0.794680268160145
4,0,0.00673778670590812
4,0,-0.0688440280170231
4,0,-0.252489782563555
4,0,0.116971270510841
4,0,0.202542145247935
4,0,-0.850380776291204
4,1,-0.372600851616052
4,1,0.20141352460328
4,0,-0.0910706437284358
4,1,0.418995990571031
4,0,-0.0546849392054481
4,0,-0.776417285336318
4,0,-1.7385979472079
4,1,-0.372600851616052
4,1,1.2683088405183
4,1,2.16860031716614
4,0,-1.23972284217052
4,1,0.589873888233546
4,1,0.413519848829901
4,0,-0.523707786444744
4,1,1.2683088405183
4,0,-1.06435567068737
4,0,-0.0931983511755847
4,0,-0.295196700913778
4,0,-1.08581523089479
4,0,-0.150926188360773
4,0,-0.137929611731146
4,1,-0.250816863757787
4,1,0.953895336223853
4,0,-0.26597250667334
4,1,1.89527594663337
4,0,-0.429990827248603
4,1,1.57554699441894
4,1,-0.250816863757787
4,0,-1.08545290694571
4,1,0.128386063376134
5,0,-0.502192350531457
5,1,0.1725935062242
5,1,-0.07891708981887
5,1,0.886784809417845
5,0,0.116971270510841
5,1,0.62286739099101
5,0,-0.58179068471591
5,1,0.418995990571031
5,0,-0.0910706437284358
5,0,-0.359862131395465
5,1,1.38129872992883
5,0,0.0962744602851301
5,1,1.00845187327274
5,0,0.773404596778447
5,1,0.1725935062242
5,0,-0.0293167092293474
5,1,-0.388854246903499
5,1,0.510856257369925
5,0,-0.359862131395465
5,1,2.31029682277906
5,0,-0.58179068471591
5,1,0.448903273111376
5,0,0.261961291392879
5,0,0.773404596778447
5,0,-0.814379124875453
5,0,0.182907683594697
5,0,-0.720221550216076
5,0,0.773404596778447
5,0,-1.15772946239983
5,1,0.247075992728822
5,0,-0.892957402100141
5,1,1.03468645455601
5,0,-0.137929611731146
5,1,-0.111193495282428
5,0,-0.690014320569417
5,0,-0.221794230019693
5,0,0.182907683594697
5,0,-0.221794230019693
5,1,2.16860031716614
5,1,0.970202017340543
5,1,-0.101629238461632
5,1,0.1725935062242
5,0,-0.330975434616041
5,1,0.62286739099101
5,0,-0.0546849392054481
5,1,1.3222309556847
5,0,-0.363440326844656
5,1,1.2683088405183
5,0,-0.26597250667334
5,0,-1.87865588200619
5,0,-1.15772946239983
5,0,-1.7385979472079
5,0,-0.242269498838383
5,1,2.16860031716614
5,0,-0.330975434616041
5,1,0.980464138734608
5,0,-0.417794433072629
5,1,0.247075992728822
5,1,1.38129872992883
5,0,-0.838851875034352
5,0,-0.261995774514031
5,0,-0.0688440280170231
5,0,-1.06435567068737
5,1,0.980464138734608
5,1,2.31029682277906
5,0,-0.713024980216354
5,1,0.413519848829901
5,1,0.201691591615917
5,1,1.57554699441894
5,1,2.31029682277906
5,1,0.448903273111376
5,0,-1.06435567068737
5,0,-1.16241932214223
5,1,1.64852174670445
5,0,-2.06209601933992
5,0,0.0127497209649686
5,0,-1.08752834931043
5,1,1.89527594663337
5,1,1.00845187327274
5,0,-2.07440475425644
5,1,-0.372600851616052
5,0,-0.0499957668760446
5,0,-1.34534931044337
5,0,0.261961291392879
5,1,1.00845187327274
5,0,-1.17868314072463
5,1,-0.388854246903499
5,0,-0.0242033206185982
5,1,1.72717575450325
5,1,0.415035678899142
5,0,-1.06435567068737
5,1,0.20141352460328
5,0,-0.892957402100141
5,0,-1.15757124007267
5,1,0.510856257369925
5,1,0.1725935062242
5,0,-0.0293167092293474
5,1,0.413519848829901
5,0,-1.17868314072463
5,0,-2.07440475425644
5,1,-0.332923350974514
5,1,1.3222309556847
5,0,-0.713024980216354
5,1,0.842875632136583
5,0,-1.45799372254209
5,0,-0.40030592004892
5,0,-0.776417285336318
5,1,1.3222309556847
5,1,0.1725935062242
5,0,-0.107433808339981
5,1,0.1725935062242
5,1,-0.372600851616052
5,1,2.16860031716614
5,0,0.261961291392879
5,0,-0.330975434616041
5,1,0.128386063376134
5,1,0.689046194372418
5,0,-0.255573691563754
5,0,-0.302541010692695
5,1,1.03468645455601
5,0,-0.773713354547255
5,1,0.424002401562653
5,0,-0.713024980216354
5,1,0.415035678899142
5,0,-0.0242033206185982
5,0,-0.518749504748059
5,0,-1.17868314072463
5,0,-0.137929611731146
5,0,-0.150926188360773
5,1,0.413519848829901
5,0,-0.417794433072629
5,0,-0.850380776291204
5,1,0.689046194372418
5,0,-1.08752834931043
5,1,0.413519848829901
5,1,-0.250816863757787
5,0,-0.150926188360773
5,1,0.980464138734608
5,0,-0.252489782563555
5,0,-0.0688440280170231
5,0,-0.408425029487769
5,0,0.00673778670590812
5,0,-1.23972284217052
5,0,-0.0242033206185982
5,0,-0.814379124875453
5,0,-0.330975434616041
5,0,-0.523707786444744
5,0,-0.516111246673415
5,1,0.418995990571031
5,0,-1.34534931044337
5,1,1.03468645455601
5,1,-0.372600851616052
5,1,0.247075992728822
5,0,-0.0242033206185982
5,1,0.201691591615917
5,0,-0.337124536017291
5,0,-0.113353704977051
5,1,-0.098882914912717
5,1,0.264086822816072
5,1,0.128386063376134
5,0,-0.242269498838383
5,1,0.418995990571031
5,0,-1.06435567068737
5,1,0.794680268160145
5,0,0.00673778670590812
5,0,-1.17868314072463
5,0,-0.252489782563555
5,0,-0.516111246673415
5,0,0.202542145247935
5,0,-0.408425029487769
5,1,1.57554699441894
5,1,0.20141352460328
5,0,-0.0910706437284358
5,1,0.448903273111376
5,0,-0.0546849392054481
5,0,-0.137929611731146
5,0,-0.690014320569417
5,1,-0.372600851616052
5,1,1.2683088405183
5,1,2.16860031716614
5,0,-1.23972284217052
5,1,0.589873888233546
5,1,0.418995990571031
5,0,-0.523707786444744
5,1,0.510856257369925
5,0,0.116971270510841
5,0,-0.0931983511755847
5,0,-0.295196700913778
5,0,-1.08581523089479
5,0,-0.295196700913778
5,0,-1.23972284217052
5,1,-0.250816863757787
5,1,0.953895336223853
5,0,-0.26597250667334
5,1,1.89527594663337
5,0,-0.429990827248603
5,1,1.57554699441894
5,1,-0.098882914912717
5,0,-1.08545290694571
5,1,0.413519848829901
